date,date_w,KORCOMP,KOBDY10,KOCBNG3,USSKORW,GSCITOT,A001,USEPUPO,KORCNST,KORMACH,KORMCMP,KORELEC,KORSERV,KORFBEV,KORWHLS,KOUN%TOTQ,KOEMPTOTO,KOEMPMANF,KOEMPCONF,KOEMPWREP,KOPOPACTE,KOHWRWEMP,KOEXPGDSA,KOEXCHINA,KOEXPSCOH,KOEXPMOVH,KOIMPGDSA,KOIMPCONA,KOIMPGDDA,KOEXPPRCF,KOIMPPRCF,KONETTRDF,KOWRCCNSE,KOWRCDURE,KOWRCSEME,KOWRCNODE,KOCREU..A,KOCSMTTOA,KOCONPRCF,KOPROPRCF,KOPPSRM.F,KOCPCOREF,KOCPEXFEF,KOEQUIPTE,KOEQUIMAE,KOEQUITTE,KONEWCONA,KOCONPMTH,KOCONSTRP,KOVALCONA,KOPSMANUG,KOMSCAPGG,KOMSCONGG,KOPIMANUG,KOPICAPGG,KOPICONGG,KOSIAI..E,KOSIAWRTE,KOSIATRNE,KOSIAHOTE,KOSIARRLE,KOSSBFMBE,KOIPALL.G,KOIPMIMAG,KOIPCHXPG,KOIPCOMPG,KOIPVECHG,KOIPXBSBG,KOMPRI30G,KOMPCAPGG,KOMPCONDG,KOMPCONNG,KOMPCONGG,KOCYLEADR,KOROCOINF,KOBSESI.R,KOCOBUSIR,KOBSIBAPR,KOBSISAPR,KOBSIHAPR,KOBSIYAPR,KOBSIFAPR,KOBSIBMPR,KOBSIIMPR,KOBSIBNPR,KOCNFBUSR,KOBSIIMER,KOBSIXMER,KOBSIRMER,KOBSIBNER,KOBSIBCOQ,KOBSIBMAR,KOBSIBNMR,KOBFDSAAF,KOBFXSAAF,KOBFINAAF,KOBSIEMAR,KOBFPRAAF,KOBSIBCEQ,KOBUSINVR,pmiall,pmiout,pmioir,KOCNFCONR,KOCSHHLMR,KOCSHHEMR,KOCSPHIMR,KOCSPSPMR,KOCSECDMR,KOCSECEMR,KOCSEMEMR,KOCSEOHSR,KOCSEOHDR,KODBLNHSA,KODBLNEQA,KODBLNSPA,KOLRLTCO,KOLRLTHH,KOGDP...D,KOCNPER.D,KOCNGOV.D,KOGFCF..D,KOGCFCNSD,KOGCFFNVD,KOEXNGS.D,KOIMNGS.D
1985-01-31,01/04/1985,493.82796,,,,662.73136,,118.45,449.6805161,538.4128023,518.3523609,541.2449301,,527.2076055,493.317813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/11/1985,494.20709,,,,664.79737,,207.56,450.7667605,543.6817644,518.2906515,538.989331,,528.6700147,496.807568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/18/1985,492.89913,,,,665.74846,,208.3,448.863637,544.5702353,517.2754144,537.5463576,,529.3857436,495.8288814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/25/1985,493.26738,,,,664.5442,,154.89,451.151863,543.1798758,517.6545135,537.2821689,,529.0083562,494.4637932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,02/01/1985,493.33222,,,,666.69059,,50.66,450.9649984,544.1334873,517.3264218,536.7143557,,528.1527197,497.4524407,,958.3198263,815.1333338,,,,399.6364154,740.4190861,,,,778.3589366,,,459.5725727,385.8622229,,,,,,,,336.9018483,392.0189568,326.0401572,343.0756184,,,,,1239.63169,703.7027615,,,232.238772,212.8231706,339.785848,243.3613355,225.1291799,296.0105096,,,,,,,,232.238772,227.2125886,-91.62907319,136.0976553,246.8099531,,224.0709689,263.905733,386.9115504,344.6807893,271.4694744,269.4627181,,,,,,,,,,,,,,,,100.1,,,99.0,96.0,,100.0,,100.7,,,,,,,,,,,,,,,763.2158849,844.932112,1006.196031,,, , ,, ,,,,
1985-02-28,02/08/1985,491.77156,,,,666.30305,,96.24,447.7564061,539.9699981,516.0663201,535.3231597,,528.7963954,493.3466231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,02/15/1985,490.7051,,,,666.31582,,148.61,444.8633328,538.3026094,515.8020281,535.9553566,,528.4624039,490.0076104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,02/22/1985,489.31272,,,,664.29691,,47.45,440.8303358,535.8800802,514.7029252,536.3449461,,527.0483576,485.3591544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,03/01/1985,490.47561,,,,665.15719,,46.53,441.8479097,537.2775277,516.3470824,538.4586802,,529.3455567,486.9839484,,960.1855294,811.8802997,,,,398.1549068,749.8016103,,,,763.202024,,,459.2388852,385.8622229,,,,,,,,337.6221396,391.9197209,326.1935314,343.6564525,,,,,1304.219616,754.8555979,,,236.0854001,214.0066163,343.7207819,245.1005098,227.2125886,299.5732274,,,,,,,,236.0854001,229.2534757,-91.62907319,148.1604541,265.3241965,,229.2534757,274.7270914,392.9862924,350.85559,272.1295428,270.1361213,,,,,,,,,,,,,,,,93.9,,,99.0,100.0,,100.0,,107.7,,,,,,,,,,,,,,,763.8920527,845.0561815,1007.471867,,, , ,, ,,,,
1985-03-31,03/08/1985,489.33521,,,,665.96913,,142.42,441.9683626,538.5778642,515.1382258,536.3121477,,528.2899114,485.522827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/15/1985,489.95547,,,,665.72277,,92.47,442.8313669,539.771011,516.6042327,536.9567688,,528.5738584,484.5288842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/22/1985,489.83621,,,,668.61605,,138.33,440.5743161,540.3622881,516.4100024,538.3347616,,528.0051558,487.0453263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/29/1985,490.58672,,,,668.74203,,183.61,442.1247348,545.2410902,516.4614531,538.2980154,,530.0265468,488.846766,,960.8904389,812.3854263,,,,400.5513349,776.0916204,,,,772.5100873,,,459.2388852,386.030857,,,,,,,,337.7246161,391.5217896,326.7284964,343.6886224,,,,,1306.518755,800.836557,,,235.1375257,215.1762203,342.751469,245.9588842,228.2382386,299.0719732,,,,,,,,234.1805806,229.2534757,-91.62907319,158.9235205,263.188884,,224.0709689,272.7852828,387.5359021,346.5735903,272.7852828,270.1361213,,,,,,,,,,,,,,,,101.4,,,109.0,113.0,,100.0,,99.9,,,,,,,,,,,,,,,764.707014,846.1342158,1009.190715,,,1000,1000,1000.0,1000,1000.0,1000.0,1000.0,1000.0
1985-04-30,04/26/1985,490.4163,,,,665.93067,,79.59,446.5448243,541.3652965,516.1122127,535.4319557,,530.3951465,490.2381709,,960.8517655,814.1189793,,,,401.8183201,776.8971683,,,,782.3671941,,,459.9655005,386.7443962,,,,,,,,337.8269877,392.0189568,327.7899165,343.9135221,,,,,1331.483821,840.9830673,,,238.8762789,216.3323026,344.0418095,246.8099531,232.238772,299.0719732,,,,,,,,237.9546134,234.1805806,-91.62907319,160.9437912,280.9402695,,234.1805806,274.0840024,391.2023005,349.3472658,273.4367509,271.4694744,,,,,,,,,,,,,,,,103.8,,,104.0,103.0,,100.0,,95.9,,,,,,,,,,,,,,,765.4016595,846.7624724,1011.708569,,,1000.976351,1001.162585,1003.583942,1003.08094,1002.018918,1005.22069,1000.052137,1009.182516
1985-04-30,04/19/1985,490.84549,,,,666.81774,,41.3,446.5678207,542.46416,516.4385894,536.0352757,,530.1412571,489.4401058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-30,04/05/1985,492.94975,,,,669.0482,,41.44,445.5277096,549.2567494,519.7778541,539.7076139,,532.622432,492.7181219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-30,04/12/1985,491.65444,,,,667.08931,,40.73,447.8359019,544.2937056,517.8576165,538.2106892,,530.5640487,490.1638546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/03/1985,489.45508,,,,663.28051,,169.3,445.6554162,541.5744783,514.4816476,530.3304908,,530.4547916,489.2602227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/10/1985,489.15514,,,,665.0085,,122.04,444.593996,542.1375354,514.8133807,530.9455111,,531.5518574,488.0374737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/17/1985,488.47697,,,,664.85829,,241.03,442.8790939,543.9513063,514.2306625,530.1113454,,535.0530238,486.7995882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/24/1985,489.23021,,,,666.53142,,147.95,443.7224795,551.3872196,515.3118169,529.9117047,,534.9390637,488.3483508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/31/1985,489.85112,,,,665.4436,,42.12,443.2482078,552.1220889,516.4728829,531.4436748,,537.0079733,488.5827644,,961.5707475,816.0232492,,,,404.3051268,781.0523391,,,,792.2436895,,,459.7944141,387.1617591,,,,,,,,338.5406696,391.9197209,329.0265821,344.4895237,,,,,1303.1782,842.3541635,,,237.9546134,212.8231706,344.6807893,249.3205453,233.2143895,301.0620886,,,,,,,,237.0243741,236.0854001,-91.62907319,162.924054,262.4668592,,223.00144,275.3660712,389.7924081,349.0428515,274.0840024,272.1295428,,,,,,,,,,,,,,,,98.2,,,104.0,101.0,,100.0,,100.4,,,,,,,,,,,,,,,766.444048,847.8826513,1014.081799,,,1001.423729,1001.78929,1001.131908,1002.549723,1002.308214,1002.98874,1001.567737,1004.809967
1985-06-30,06/14/1985,494.26419,,,,664.50129,,77.2,447.0037512,556.3907193,521.5424768,535.6916409,,538.788381,491.6324615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/07/1985,489.94057,,,,664.76884,,115.32,442.4487286,550.8416204,516.5071647,530.6136716,,538.4816112,486.4992762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/21/1985,493.17364,,,,663.29236,,113.83,444.804843,554.3848437,519.5841575,531.1776386,,537.2357479,488.8090941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/28/1985,492.14397,,,,662.48617,,267.29,443.5093356,550.9388337,518.5708422,527.3666003,,537.0312394,486.8764463,,961.4241591,816.6784289,,,,405.1784948,789.6954779,,,,779.9953708,,,459.9152114,387.1617591,,,,,,,,338.6422096,391.9197209,328.8401888,344.7762851,,,,,1278.318588,809.7121931,,,237.0243741,215.1762203,346.5735903,249.3205453,245.1005098,298.5681938,,,,,,,,237.9546134,223.00144,-91.62907319,170.4748092,292.8523524,,237.9546134,276.000994,390.197267,349.0428515,274.7270914,272.7852828,,,,,,,,,,,,,,,,96.9,,,99.0,96.0,,100.0,,96.9,,,,,,,,,,,,,,,767.3083577,848.7249315,1016.593643,,,1002.009436,1002.740631,1003.691004,1005.554003,1003.317145,1008.256135,1002.63626,1007.16229
1985-07-31,07/26/1985,491.45648,,,,660.34288,,73.58,440.9884963,549.3349468,517.7166165,526.8012786,,534.1616291,484.8743619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,07/19/1985,490.95619,,,,660.18821,,144.36,441.5824014,548.0847235,516.9233213,524.9652195,,536.0916508,484.937048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,08/02/1985,492.69638,,,,660.45805,,114.47,441.2070756,554.2321809,519.4400253,528.1374646,,534.4055258,486.7995882,,961.3273611,815.2486076,,,,399.4524227,781.4260286,,,,779.7699571,,,459.9051505,387.0992656,,,,,,,,338.6422096,392.0189568,329.1382516,344.9987546,,,,,1294.506996,811.8207049,,,237.9546134,216.3323026,347.506723,245.9588842,235.1375257,298.0618636,,,,,,,,237.9546134,229.2534757,-91.62907319,166.7706821,290.1421594,,234.1805806,272.1295428,391.6015027,349.6507561,275.3660712,273.4367509,,,,,,,,,,,,,,,,97.4,,,103.0,103.0,,100.0,,98.1,,,,,,,,,,,,,,,767.9806057,850.1084134,1018.473773,,,1002.021488,1003.598435,1002.041584,1008.643818,1005.522354,1012.554454,1004.740991,1004.638416
1985-07-31,07/05/1985,490.45338,,,,662.86761,,97.47,440.8059812,547.6923697,516.3585253,524.3808381,,537.1010052,484.1506331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,07/12/1985,491.04466,,,,662.19514,,37.07,441.2434591,548.6455309,517.2924197,526.2534736,,536.2746507,484.4738116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/30/1985,491.50784,,,,661.69885,,174.67,447.7564061,547.7801569,516.7126091,521.8462141,,532.5300038,484.9057098,,961.3910352,815.4500175,,,,397.2176928,776.4645839,,,,779.9861509,,,460.3067978,387.3905683,,,,,,,,338.8112142,392.0189568,329.1382516,345.4422143,,,,,1288.49789,802.8781162,,,238.8762789,211.6255515,346.5735903,249.3205453,247.65384,301.5534901,,,,,,,,239.7895273,232.238772,-91.62907319,164.8658626,282.1378886,,226.1763098,274.0840024,392.9862924,350.85559,276.000994,274.0840024,,,,,,,,,,,,,,,,100.1,,,103.0,98.0,,100.0,,103.5,,,,,,,,,,,,,,,769.5439613,851.6372855,1020.937907,,,1003.237794,1004.461248,1003.677389,1009.816661,1006.915621,1013.219313,1004.523975,1002.366342
1985-08-31,08/23/1985,491.54451,,,,661.07903,,34.62,444.5822693,548.4340398,517.2243809,522.4347846,,532.8895067,487.0146421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/16/1985,490.40889,,,,661.55296,,184.27,439.3461012,546.8102334,516.5528555,521.645634,,532.120347,485.2733142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/09/1985,491.28019,,,,660.99825,,146.73,439.8023008,550.272652,517.6149733,524.1323645,,533.2477218,486.4452784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/06/1985,490.43114,,,,661.72425,,65.73,444.359199,547.3278569,515.8595423,521.9490586,,531.2516086,484.4738116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/13/1985,491.05203,,,,661.93796,,73.34,446.3030419,546.8355456,516.3928464,523.8779654,,531.2713247,484.103251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/20/1985,492.00539,,,,664.49219,,69.26,446.7056884,547.2690753,516.7012066,524.2275976,,531.4535145,485.1874002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/27/1985,492.83401,,,,666.67914,,72.97,449.4462064,548.2636926,517.4396785,523.9999457,,531.3698469,485.7639503,,962.2411611,818.2000136,,,,399.8200702,786.2198461,,,,778.8559341,,,460.5570106,387.1617591,,,,,,,,339.9195379,392.3358515,328.6534473,345.8522448,,,,,1278.091759,819.3676666,,,240.6945108,212.8231706,348.1240089,249.3205453,237.9546134,306.8052935,,,,,,,,239.7895273,233.2143895,-91.62907319,162.924054,278.5011242,,227.2125886,279.7281335,393.7690752,352.3415014,277.2588722,274.0840024,,,,,,,,,,,,,,,,102.2,,,102.0,108.0,,100.0,,100.7,,,,,,,,,,,,,,,771.3561278,853.7819009,1022.823056,,,1003.165258,1004.906832,1003.054555,1012.025805,1008.867385,1016.423181,1004.590687,1005.790706
1985-10-31,11/01/1985,494.64167,,,,674.79855,,116.87,455.4192631,546.8777184,518.8502501,532.9040539,,528.1476349,487.2215784,,963.0448414,818.7855444,,,,404.1295341,788.7346015,,,,786.8144041,,,460.8664075,387.1617591,,,,,,,,340.2196882,392.4346755,328.8401888,345.7262606,,,,,1283.919643,840.0434631,,,241.5913778,214.0066163,348.7375078,249.3205453,236.0854001,306.8052935,,,,,,,,240.6945108,235.1375257,-91.62907319,162.924054,254.1601993,,227.2125886,277.2588722,393.5739532,352.3415014,277.8819272,274.7270914,,,,,,,,,,,,,,,,104.6,,,105.0,103.0,,100.0,,97.5,,,,,,,,,,,,,,,772.3297068,855.591378,1023.590515,,,1004.713056,1005.206895,1003.953695,1013.398341,1010.793173,1017.69514,999.6200758,997.6252229
1985-10-31,10/25/1985,495.64607,,,,672.26057,,30.59,456.4764771,548.7200681,520.1035244,534.3099509,,530.5541212,489.4550815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/18/1985,494.00698,,,,670.3458,,99.26,456.0068212,546.3958916,518.1895904,528.7408076,,530.8218191,485.903691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/11/1985,493.27458,,,,668.98231,,66.91,452.5585707,547.7007337,517.4962588,524.9022075,,531.359999,486.1129366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/04/1985,494.38543,,,,668.40741,,170.61,454.0098189,549.6922293,518.7776791,526.6000765,,531.1825717,487.4891933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/08/1985,495.33592,,,,674.30221,,120.93,454.0524992,547.2900727,520.1255654,535.0577693,,526.9506285,488.2726162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/15/1985,498.70937,,,,673.16504,,117.07,455.9858963,548.6745242,524.8181297,544.0033919,,528.6598974,490.3569622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/22/1985,499.09087,,,,675.55477,,146.29,453.7426534,546.264466,526.0511652,544.2850517,,526.7548833,491.2801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/29/1985,500.28719,,,,675.94641,,142.8,451.6229677,553.2559105,528.3305246,546.7173672,,526.7342562,491.7861894,,963.3222257,818.3118079,,,,400.1863709,802.9248133,,,,804.0410154,,,460.5670061,387.7017396,,,,,,,,339.0136434,391.8402612,329.8426104,345.4738149,,,,,1312.282527,792.9486523,,,242.4802726,207.9441542,351.1545439,245.9588842,233.2143895,301.0620886,,,,,,,,239.7895273,233.2143895,-91.62907319,158.9235205,268.7847494,,223.00144,279.7281335,396.081317,354.3853682,278.5011242,276.000994,,,,,,,,,,,,,,,,96.7,,,102.0,107.0,,100.0,,96.2,,,,,,,,,,,,,,,773.5039918,858.1500436,1024.214668,,,1005.513538,1005.651034,1003.668647,1012.791522,1010.711373,1015.886526,1000.434553,1007.334359
1985-12-31,12/27/1985,509.60176,,,,675.09143,,35.23,456.0800238,563.6466767,541.0976185,552.4257005,,530.8168683,500.4885462,,962.1377262,819.6987927,,,,400.5513349,824.4258638,,,,821.7262814,,,460.8065989,388.5268268,,,,,,,,339.618484,392.3358515,330.5053521,345.946629,,,,,1352.577571,785.4769183,,,248.490665,218.6051277,355.5348061,247.65384,242.4802726,302.0424886,,,,,,,,246.8099531,234.1805806,-69.31471806,170.4748092,286.2200881,,238.8762789,290.690106,398.5273467,358.6292865,279.1165108,277.2588722,,,,,,,,,,,,,,,,99.6,,,108.0,111.0,,100.0,,98.0,,,,,,,,,,,,,,,775.319427,862.0868288,1024.31796,,,1007.582428,1007.266692,1004.550271,1015.7871,1010.265796,1023.255887,1005.28434,1007.457596
1985-12-31,12/13/1985,507.04125,,,,673.85553,,28.73,448.5372623,560.2008114,538.8340869,554.8725829,,529.7867265,495.342982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,12/06/1985,503.29837,,,,674.53893,,177.01,449.0208168,552.6289243,533.2187251,546.9746482,,528.183223,495.7093861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,12/20/1985,505.26086,,,,673.54593,,186.78,454.6375139,554.7596391,534.9295611,546.6878008,,528.5941095,496.7449397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/03/1986,509.60176,,,679.27933,671.61831,,56.1,456.0800238,563.6466767,541.0976185,552.4257005,,530.8168683,500.4885462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/10/1986,507.242,,,679.18954,671.61467,,227.24,449.5132081,563.0028286,543.4856731,559.2701927,,534.2286404,490.8454902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/17/1986,505.81548,,,679.18954,667.18431,,99.94,448.7737089,561.2617027,541.3519296,556.5171536,,534.7012288,491.294896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/24/1986,503.59781,,,679.18954,665.99219,,149.76,443.7343075,560.8115565,538.7929525,558.3947335,,535.1810739,487.2904621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
